2720	0	1477	768	2245
2740	0	1319	904	2223
2760	0	1186	1026	2212
2780	0	1030	1174	2204
2800	0	861	1323	2184
2820	0	745	1431	2176
2840	0	687	1282	1969
2860	0	654	1296	1950
2880	0	646	1291	1937
2900	11815	642	1284	1926
2920	36792	1597	1276	2873
2940	49669	14166	1269	15435
2960	36042	18892	1258	20150
2980	12387	18731	1257	19988
3000	858	18655	1277	19932
3020	0	17565	1316	18881
3040	0	16981	1357	18338
3060	0	16588	1405	17993
3080	0	16185	1446	17631
3100	0	15794	1513	17307
3120	0	15407	1553	16960
3140	0	15009	1597	16606
3160	0	14626	1650	16276
3180	0	14299	1672	15971
3200	0	13959	1613	15572
3220	0	13644	1617	15261
3240	0	13388	1610	14998
3260	11878	13108	1597	14705
3280	55896	13010	1582	14592
3300	83321	18454	1568	20022
3320	79146	18545	1567	20112
3340	35466	18021	2082	20103
3360	5289	16708	3225	19933
3380	0	13771	4355	18126
3400	0	11642	5444	17086
3420	0	9978	6466	16444
3440	0	8426	7509	15935
3460	0	7013	8433	15446
3480	0	5666	9350	15016
3500	0	4386	10192	14578
3520	0	3196	10988	14184
3540	0	2487	11312	13799
3560	0	2333	11101	13434
3580	0	2166	10828	12994
3600	0	2044	10641	12685
3620	8427	1912	10435	12347
3640	254701	1781	10252	12033
3660	435156	9989	10074	20063
3680	480024	10206	9899	20105
3700	250638	10158	9834	19992
3720	53737	10195	9794	19989
3740	0	9292	9719	19011
3760	0	7284	9636	16920
3780	0	6624	9534	16158
3800	0	6133	9429	15562
3820	0	5772	9333	15105
3840	0	5430	9216	14646
3860	0	5125	9068	14193
3880	0	4824	8919	13743
3900	0	4612	8713	13325
3920	0	4402	8493	12895
3940	0	4242	8207	12449
3960	0	4060	8005	12065
3980	0	3879	7810	11689
4000	187714	3709	7639	11348
4020	409586	13912	7443	21355
4040	486089	15684	7261	22945
4060	302824	12686	7304	19990
4080	89282	13428	7424	20852
4100	957	12516	7511	20027
4120	0	9436	7650	17086
4140	0	8397	7714	16111
4160	0	7666	7796	15462
4180	0	7088	7814	14902
4200	0	6619	7770	14389
4220	0	6135	7758	13893
4240	0	5668	7734	13402
4260	0	5382	7595	12977
4280	0	5169	7386	12555
4300	0	4962	7125	12087
4320	0	4791	6895	11686
4340	0	4601	6665	11266
4360	105213	4430	6471	10901
4380	306394	12380	6280	18660
4400	390905	14863	6080	20943
4420	289683	13912	6078	19990
4440	101332	14841	6269	21110
4460	6053	14109	6424	20533
4480	0	10809	6610	17419
4500	0	9537	6722	16259
4520	0	8670	6823	15493
4540	0	7980	6900	14880
4560	0	7363	6954	14317
4580	0	6800	6979	13779
4600	0	6285	7010	13295
4620	0	5903	6932	12835
4640	0	5689	6701	12390
4660	0	5474	6436	11910
4680	0	5284	6140	11424
4700	0	5085	5892	10977
4720	46424	4904	5678	10582
4740	211328	5406	5458	10864
4760	310650	14752	5238	19990
4780	279976	14888	5102	19990
4800	119993	14707	5283	19990
4820	16659	14528	5462	19990
4840	0	12334	5602	17936
4860	0	10577	5734	16311
4880	0	9565	5900	15465
4900	0	8798	6058	14856
4920	0	8151	6163	14314
4940	0	7525	6237	13762
4960	0	6951	6318	13269
4980	0	6438	6329	12767
5000	0	6186	6057	12243
5020	0	5967	5827	11794
5040	0	5737	5530	11267
5060	0	5513	5296	10809
5080	2879	5307	5080	10387
5100	150738	5110	4857	9967
5120	254935	15343	4647	19990
5140	269439	15551	4442	19993
5160	137164	15382	4608	19990
5180	27082	15146	4844	19990
5200	0	13712	5039	18751
5220	0	11213	5225	16438
5240	0	10283	5399	15682
5260	0	9427	5549	14976
5280	0	8752	5642	14394
5300	0	8063	5799	13862
5320	0	7441	5862	13303
5340	0	6840	5924	12764
5360	0	6552	5707	12259
5380	0	6319	5436	11755
5400	0	6109	5124	11233
5420	0	5912	4882	10794
5440	0	5706	4658	10364
5460	96097	5530	4432	9962
5480	203824	16732	4215	20947
5500	238616	17232	4013	21245
5520	150974	15868	4123	19991
5540	43470	15783	4366	20149
5560	406	15304	4621	19925
5580	0	11816	4862	16678
5600	0	10675	5081	15756
5620	0	9819	5292	15111
5640	0	9089	5439	14528
5660	0	8439	5561	14000
5680	0	7777	5628	13405
5700	0	7156	5726	12882
5720	0	6758	5638	12396
5740	0	6540	5390	11930
5760	0	6321	5070	11391
5780	0	6086	4873	10959
5800	0	5880	4637	10517
5820	60626	5679	4405	10084
5840	171210	9447	4207	13654
5860	229172	17207	3986	21193
5880	175648	17595	3934	21529
5900	62287	15772	4219	19991
5920	3869	15337	4469	19806
5940	0	12343	4707	17050
5960	0	10894	4972	15866
5980	0	10026	5166	15192
6000	0	9276	5330	14606
6020	0	8550	5494	14044
6040	0	7911	5585	13496
6060	0	7274	5676	12950
6080	0	6804	5662	12466
6100	0	6560	5422	11982
6120	0	6322	5160	11482
6140	0	6103	4835	10938
6160	0	5909	4596	10505
6180	33177	5720	4386	10106
6200	150709	5931	4163	10094
6220	218298	16467	3965	20432
6240	199735	16964	3811	20775
6260	85972	17205	4133	21338
6280	12331	15601	4395	19996
6300	0	13271	4642	17913
6320	0	11436	4847	16283
6340	0	10446	5052	15498
6360	0	9608	5247	14855
6380	0	8860	5457	14317
6400	0	8184	5585	13769
6420	0	7533	5732	13265
6440	0	6902	5818	12720
6460	0	6657	5570	12227
6480	0	6433	5332	11765
6500	0	6228	5018	11246
6520	0	6030	4791	10821
6540	2905	5837	4587	10424
6560	122172	5641	4369	10010
6580	209617	15843	4170	20013
6600	231597	16021	4001	20022
6620	118507	15776	4214	19990
6640	24584	15392	4522	19914
6660	0	14048	4825	18873
6680	0	11396	5065	16461
6700	0	10358	5346	15704
6720	0	9538	5453	14991
6740	0	8784	5632	14416
6760	0	8096	5735	13831
6780	0	7445	5872	13317
6800	0	6808	5970	12778
6820	0	6499	5753	12252
6840	0	6266	5486	11752
6860	0	6043	5166	11209
6880	0	5826	4946	10772
6900	0	5615	4716	10331
6920	95695	5415	4491	9906
6940	202762	16439	4251	20690
6960	236026	17209	4042	21251
6980	144826	15811	4179	19990
7000	41928	15946	4483	20429
7020	359	15263	4731	19994
7040	0	11793	4950	16743
7060	0	10730	5167	15897
7080	0	9854	5357	15211
7100	0	9138	5503	14641
7120	0	8450	5628	14078
7140	0	7820	5721	13541
7160	0	7207	5814	13021
7180	0	6801	5705	12506
7200	0	6580	5467	12047
7220	0	6330	5228	11558
7240	0	6142	4891	11033
7260	0	5955	4657	10612
7280	63105	5748	4430	10178
7300	179525	9787	4233	14020
7320	232838	17065	4031	21096
7340	175410	17774	4008	21782
7360	65441	15666	4331	19997
7380	3603	15398	4590	19988
7400	0	12277	4837	17114
7420	0	10961	5034	15995
7440	0	10016	5252	15268
7460	0	9219	5440	14659
7480	0	8478	5621	14099
7500	0	7780	5786	13566
7520	0	7140	5915	13055
7540	0	6659	5859	12518
7560	0	6455	5592	12047
7580	0	6221	5352	11573
7600	0	6013	5031	11044
7620	0	5772	4825	10597
7640	33027	5577	4595	10172
7660	158408	5720	4350	10070
7680	231221	16425	4175	20600
7700	205814	16949	4023	20972
7720	89562	15784	4295	20079
7740	12089	15567	4515	20082
7760	0	13256	4785	18041
7780	0	11418	5002	16420
7800	0	10436	5193	15629
7820	0	9591	5398	14989
7840	0	8848	5562	14410
7860	0	8195	5632	13827
7880	0	7559	5720	13279
7900	0	6931	5845	12776
7920	0	6713	5582	12295
7940	0	6486	5322	11808
7960	0	6280	4995	11275
7980	0	6075	4771	10846
